publish,resource_name,resource_type,resource_description,resource_url
publish,Produce Data Guidelines-Template,Guideline,"Downloadable spreadsheet template designed for maintaining business records and generating standardized invoices. Includes rules for the order and content of names (e.g., Category > Variety > Grade) to eliminate ambiguity in market listings. ",Produce information guidelines_2024 Final for publishing.xlsx
publish,Produce Data Guidelines-Report,Report,"Project report for ""Data Guidelines for Produce Markets in Regional Food Systems"" project",Data Guidelines for Produce Markets in Regional Food Systems Report_FINAL.pdf
publish,Northern California Regenerative Meat Portal,Portal,"The Portal provides a variety of resources to help meat producers, processors, and local retail outlets grow their businesses, and also provides a listing of regional meat sources to enable consumers to find local and regenerative meat products in Northern California.",caregenmeat.net
publish,KnowFOOD.Live,"Webinar, Training","The mission of KnowFood.Live is to deliver interactive content that is intellectually seductive, engaging, memorable, interactive, and fun for executives, professionals, educators, and policy-makers actively engaged in, or considering entering, Local-to-Global Ag/Food/Health Systems and/or in Information Technology related to these systems.",https://www.ic-foods.org/knowfood
